Date,Time,Weight
2020-05-11,07:28,99.8
2020-05-11,07:28,99.6
2020-05-11,07:27,99.8
2020-05-11,07:27,99.8
2020-05-09,07:38,99
2020-05-09,07:38,99
2020-05-09,07:38,99.7
2020-05-09,07:38,99.5
2020-05-07,07:26,99.6
2020-05-07,07:26,99.8
2020-05-07,07:26,100.2
2020-05-07,07:25,100.1
2020-05-04,06:57,100.1
2020-05-04,06:56,100
2020-05-04,06:56,100.6
2020-05-04,06:56,100.4
2020-04-29,06:19,100.1
2020-04-29,06:19,99.5
2020-04-29,06:18,100
2020-04-29,06:18,99.8
2020-04-28,07:50,99.6
2020-04-28,07:49,99.1
2020-04-28,07:49,99.9
2020-04-28,07:49,99.6
2020-04-23,11:06,100.4
2020-04-23,11:05,100.7
2020-04-23,11:05,101.4
2020-04-23,11:05,100.9
2020-04-20,07:41,99.3
2020-04-20,07:41,99.5
2020-04-20,07:40,100
2020-04-20,07:40,100.1
2020-04-18,07:29,99.5
2020-04-18,07:29,99.4
2020-04-18,07:29,100.2
2020-04-18,07:28,99.9
2020-04-15,07:33,99.3
2020-04-15,07:33,99.1
2020-04-15,07:33,100.4
2020-04-15,07:33,99.8
2020-04-08,08:36,99.6
2020-04-08,08:36,99.8
2020-04-08,08:35,100.4
2020-04-08,08:35,99.7
2020-03-31,06:54,99.3
2020-03-31,06:54,99.2
2020-03-31,06:54,99.7
2020-03-31,06:52,99.2
2020-03-31,06:48,99.6
2020-03-20,05:39,99.5
2020-03-20,05:39,99
2020-03-20,05:39,98.8
2020-03-20,05:38,99.2
2020-03-16,06:29,99.6
2020-03-16,06:28,98.7
2020-03-16,06:28,99
2020-03-16,06:28,99.3
2020-03-11,06:23,99.8
2020-03-11,06:19,100.3
2020-03-11,06:19,100.3
2020-03-11,06:19,100.9
2020-03-11,06:18,100.4
2020-03-09,06:10,98.5
2020-03-09,06:10,99.2
2020-03-09,06:09,98.7
2020-03-09,06:09,98.9
2020-03-09,06:09,98.9
2020-02-12,06:02,97.9
2020-02-12,06:02,98.8
2020-02-12,06:02,98.2
2020-02-12,06:01,98.8
2020-02-05,06:06,98.5
2020-02-05,06:06,98.6
2020-02-05,06:06,99
2020-02-05,06:06,99.1
2020-02-03,06:23,98.5
2020-02-03,06:23,98.3
2020-02-03,06:23,99.1
2020-02-03,06:22,99.2
2020-02-02,08:49,97.4
2020-02-02,08:49,97.3
2020-02-02,08:49,97.5
2020-02-02,08:49,98.1
2020-02-01,07:00,98.3
2020-02-01,07:00,98.8
2020-02-01,07:00,99.1
2020-02-01,06:59,98.8
2020-01-23,06:39,98.9
2020-01-23,06:39,98.8
2020-01-23,06:39,99
2020-01-23,06:39,99
2020-01-22,06:30,98.5
2020-01-22,06:30,99.3
2020-01-22,06:30,98.4
2020-01-21,05:54,98.9
2020-01-21,05:54,98.3
2020-01-21,05:54,98.6
2020-01-21,05:54,99.2
2020-01-21,05:53,98.7
2020-01-21,05:53,98.6
2020-01-19,08:08,98.3
2020-01-19,08:07,98.4
2020-01-19,08:07,97.8
2020-01-19,08:06,98
2020-01-19,08:06,98.6
2020-01-19,08:06,98.3
2020-01-18,07:09,98.5
2020-01-18,07:09,98.4
2020-01-18,07:08,98.4
2020-01-18,07:08,97.6
2020-01-17,06:42,98.3
2020-01-17,06:42,98
2020-01-17,06:40,98
2020-01-17,06:40,98.2
2020-01-17,06:39,98.7
2020-01-16,06:15,97.6
2020-01-16,06:15,99.5
2020-01-16,06:15,98.5
2020-01-16,06:14,98.5
2020-01-04,07:44,98.6
2020-01-04,07:43,98
2020-01-04,07:43,98
2020-01-04,07:43,97.4
2020-01-04,07:43,98.6
2020-01-04,07:42,98.5
2020-01-04,07:42,98.3
2019-12-26,08:37,97.8
2019-12-26,08:37,97.4
2019-12-26,08:36,97.7
2019-12-26,08:36,97.2
2019-12-26,08:36,98.5
2019-12-18,06:58,98
2019-12-18,06:58,98.1
2019-12-08,07:52,97.8
2019-12-08,07:51,98.6
2019-12-08,07:51,96.9
2019-12-08,07:51,97.9
2019-12-04,06:15,97.2
2019-12-04,06:14,96.9
2019-12-04,06:14,97.6
2019-11-21,06:57,97.7
2019-11-21,06:56,97.6
2019-11-21,06:56,97.7
2019-11-18,07:04,97.2
2019-11-18,07:04,97.5
2019-11-18,07:03,97.5
2019-11-14,06:30,98.1
2019-11-14,06:29,97.6
2019-11-14,06:29,97.9
2019-11-09,07:15,97.9
2019-11-09,07:15,97.6
2019-11-09,07:15,97.9
2019-11-06,07:05,98.1
2019-11-06,07:04,97.4
2019-11-06,07:04,97.4
2019-11-05,07:12,98.3
2019-11-05,07:12,98.3
2019-11-05,07:12,98.2
2019-11-02,08:34,98.1
2019-11-02,08:34,97.3
2019-11-02,08:34,97.9
2019-10-31,07:12,98.5
2019-10-31,07:12,98.3
2019-10-31,07:12,98.1
2019-10-30,06:14,98.1
2019-10-30,06:14,98.1
2019-10-30,06:14,98.5
2019-10-29,06:36,97.7
2019-10-29,06:35,97.9
2019-10-29,06:35,98.3
2019-10-28,06:35,97.9
2019-10-28,06:34,97.9
2019-10-28,06:34,97.9
2019-10-28,06:33,98.1
2019-10-24,06:24,98.7
2019-10-24,06:24,98.5
2019-10-24,06:24,99.4
2019-10-21,06:45,97.1
2019-10-21,06:45,96.7
2019-10-21,06:45,97.1
2019-10-17,06:55,97.5
2019-10-17,06:55,97.6
2019-10-17,06:54,98.2
2019-10-17,06:54,97.4
2019-10-14,06:25,97
2019-10-14,06:25,96.7
2019-10-14,06:24,97.4
2019-10-14,06:24,97
2019-10-12,08:14,98.2
2019-10-12,08:14,98.2
2019-10-12,08:13,98.8
2019-10-05,06:34,99.5
2019-10-05,06:34,99
2019-10-05,06:34,99
2019-09-18,07:16,98.8
2019-09-18,07:15,98.2
2019-09-18,07:15,98.7
2019-09-18,07:13,99.2
2019-09-01,08:12,98.1
2019-09-01,08:12,98.4
2019-09-01,08:11,98
2019-08-30,06:37,98.7
2019-08-30,06:36,99.1
2019-08-30,06:36,99.1
2019-08-27,06:10,99.2
2019-08-27,06:09,98.5
2019-08-27,06:09,99.6
2019-08-08,06:41,99.6
2019-07-13,08:16,99.4
2019-07-13,08:16,98.7
2019-07-13,08:16,99.2
2019-07-13,08:15,98.2
2019-06-24,05:35,98.5
2019-06-24,05:35,99
2019-06-24,05:35,99
2019-06-24,05:34,98.8
2019-06-02,07:08,98.9
2019-06-02,07:08,98.8
2019-06-02,07:07,99.1
2019-06-02,07:07,99
2019-05-22,09:49,99.3
2019-05-22,09:49,98.7
2019-05-22,09:49,99.3
2019-04-22,08:55,97.6
2019-04-22,08:55,96.9
2019-04-22,08:55,97.9
2019-04-13,09:03,98.9
2019-04-13,09:02,99.2
2019-04-13,09:02,98.2
2019-04-13,09:02,98.9
2019-03-30,06:45,98.2
2019-03-30,06:44,98.4
2019-03-30,06:44,98
2019-03-30,06:44,99
2019-03-21,06:32,98.3
2019-03-21,06:32,98.8
2019-03-21,06:31,98.5
2019-03-04,06:30,99
2019-03-04,06:29,98
2019-03-04,06:29,98.4
2019-03-01,06:17,97.9
2019-03-01,06:17,98.4
2019-03-01,06:17,98.4
2019-02-28,05:55,99.6
2019-02-28,05:55,98.6
2019-02-28,05:55,98.8
2019-02-28,05:54,98.5
2019-02-28,05:54,99.4
2019-02-21,06:40,98.8
2019-02-21,06:40,98.2
2019-02-21,06:40,99
2019-02-19,06:15,98.5
2019-02-19,06:11,98.5
2019-02-19,06:11,98.9
2019-02-06,06:06,97.9
2019-02-06,06:06,97.9
2019-02-06,06:05,98.1
2019-02-06,06:05,99.6
2019-02-05,06:34,98.1
2019-02-05,06:33,99.3
2019-02-04,06:24,98.8
2019-02-04,06:24,98
2019-02-04,06:23,97.7
2019-02-04,06:23,98.7
2019-02-03,07:52,100.9
2019-02-03,07:52,101.6
2019-02-03,07:52,102
2019-02-03,07:51,101.1
2019-02-03,07:51,99.8
2019-02-03,07:51,98.6
2019-02-03,07:50,98.8
2019-02-03,07:50,99.4
2019-02-01,05:17,97.8
2019-02-01,05:17,98.1
2019-02-01,05:16,98.5
2019-01-31,05:46,98.2
2019-01-31,05:46,98.5
2019-01-31,05:45,98.5
2019-01-30,06:02,97.3
2019-01-30,06:02,98
2019-01-30,06:01,98.2
2019-01-30,06:01,98.1
2019-01-29,05:38,98.2
2019-01-29,05:38,98
2019-01-29,05:37,97.7
2019-01-29,05:37,98.5
2019-01-28,06:40,97.8
2019-01-28,06:40,98.1
2019-01-28,06:40,97.2
2019-01-28,06:40,98.7
2019-01-26,07:29,97.9
2019-01-26,07:29,97.7
2019-01-26,07:29,98.4
2019-01-25,04:51,97.4
2019-01-25,04:51,98
2019-01-25,04:51,97.7
2019-01-25,04:50,98.4
2019-01-24,06:30,97.7
2019-01-24,06:30,98.1
2019-01-24,06:29,98.4
2019-01-24,06:29,98.6
2019-01-23,06:26,97.3
2019-01-23,06:26,98.1
2019-01-23,06:26,97.4
2019-01-23,06:26,98.6
2019-01-22,06:27,97
2019-01-22,06:27,97.9
2019-01-22,06:27,97.4
2019-01-22,06:26,98.1
2019-01-17,06:20,99.3
2019-01-17,06:20,99.1
2019-01-17,06:19,98.8
2019-01-17,06:19,99
2019-01-13,05:37,97.7
2019-01-13,05:36,98.2
2019-01-13,05:36,98
2019-01-13,05:36,98.3
2019-01-10,06:30,97.6
2019-01-10,06:30,97.4
2019-01-10,06:30,98.1
2019-01-10,06:30,98.1
2019-01-10,06:29,98.1
2019-01-09,05:56,98.2
2019-01-09,05:55,98.7
2019-01-09,05:55,98.3
2019-01-09,05:55,99
2019-01-08,06:33,99
2019-01-08,06:33,100.2
2019-01-08,06:33,97.9
2019-01-08,06:33,98.3
2019-01-07,06:31,98.1
2019-01-07,06:31,98.5
2019-01-07,06:31,97.9
2019-01-07,06:31,98.5
2019-01-06,06:19,97.8
2019-01-06,06:18,98.4
2019-01-06,06:18,97.6
2019-01-06,06:18,99
2019-01-05,06:20,98.5
2019-01-05,06:19,98.9
2019-01-05,06:19,98.8
2019-01-05,06:19,98.9
2019-01-02,07:08,98.1
2019-01-02,07:08,98.9
2019-01-02,07:08,98.6
2019-01-02,07:08,98.1
2019-01-02,07:07,98.6
2019-01-01,05:49,97.8
2019-01-01,05:48,98.5
2019-01-01,05:48,98.4
2019-01-01,05:48,98.1
2019-01-01,05:48,97.4
2019-01-01,05:48,98.3
2018-12-31,08:13,97.8
2018-12-31,08:13,98.2
2018-12-31,08:12,97.3
2018-12-31,08:12,98.1
2018-12-30,08:43,97.8
2018-12-30,08:43,98.4
2018-12-30,08:42,98.8
2018-12-30,08:42,98.1
2018-12-30,08:42,97.6
2018-12-30,08:42,98.3
2018-12-29,07:19,98.9
2018-12-29,07:18,99
2018-12-29,07:18,99.4
2018-12-29,07:18,98.9
2018-12-28,08:06,98.6
2018-12-28,08:06,98.7
2018-12-28,08:05,99.2
2018-12-28,08:05,98.3
2018-12-28,08:05,98.8
2018-12-28,08:02,99.4
2018-12-28,08:02,98.8
2018-12-27,08:46,98.5
2018-12-27,08:46,98.1
2018-12-27,08:45,98.1
2018-12-27,08:45,98.8
2018-12-26,06:39,98.4
2018-12-26,06:39,97.7
2018-12-26,06:39,98.1
2018-12-26,06:38,97.4
2018-12-26,06:38,98.4
2018-12-25,08:06,97.9
2018-12-25,08:06,97.8
2018-12-25,08:06,97.5
2018-12-25,08:05,98.8
2018-12-24,07:45,97.9
2018-12-24,07:45,97.8
2018-12-24,07:45,97.7
2018-12-24,07:45,97.5
2018-12-24,07:44,98.1
2018-12-23,05:19,97.6
2018-12-23,05:19,98.7
2018-12-23,05:19,98.5
2018-12-23,05:19,97.7
2018-12-23,05:18,97.4
2018-12-23,05:18,98.1
2018-12-23,05:18,98.1
2018-12-22,07:23,98.1
2018-12-22,07:23,97.9
2018-12-22,07:23,97.7
2018-12-22,07:23,98.2
2018-12-18,04:48,98.1
2018-12-18,04:48,97.7
2018-12-18,04:48,97.7
2018-12-18,04:48,97.6
2018-12-18,04:47,98.9
2018-12-17,05:33,98.1
2018-12-17,05:32,97.6
2018-12-17,05:32,98.4
2018-12-17,05:32,98.3
2018-12-17,05:32,97.6
2018-12-16,09:01,98
2018-12-16,09:00,98
2018-12-16,09:00,97.9
2018-12-16,09:00,98.2
2018-12-16,09:00,97.2
2018-12-16,09:00,97.4
2018-12-15,07:31,97.8
2018-12-15,07:30,97.5
2018-12-14,07:02,98
2018-12-14,07:02,98.5
2018-12-14,07:02,98.1
2018-12-14,07:01,99.1
2018-12-14,06:57,99.2
2018-12-14,06:57,98.4
2018-12-14,06:57,98.5
2018-12-14,06:56,99.2
2018-12-13,06:52,98.4
2018-12-13,06:49,99.3
2018-12-13,06:48,98.7
2018-12-12,06:51,97.6
2018-12-12,06:46,98.3
2018-12-12,06:46,98.1
2018-12-11,06:26,97.9
2018-12-11,06:26,98.3
2018-12-11,06:25,97.8
2018-12-11,06:25,98.5
2018-12-11,06:25,98.1
2018-12-10,06:17,97.7
2018-12-10,06:17,98.1
2018-12-10,06:17,97.6
2018-12-10,06:17,97.6
2018-12-08,08:22,98.8
2018-12-08,08:22,98.2
2018-12-08,08:22,98.4
2018-12-08,08:22,98.7
2018-12-08,08:21,97.9
2018-12-07,06:33,97.9
2018-12-07,06:33,98.3
2018-12-06,06:32,99.3
2018-12-06,06:32,98.6
2018-12-06,06:32,99.9
2018-12-05,06:24,99
2018-12-05,06:23,99.6
2018-12-05,06:23,99.5
2018-12-05,06:23,99.4
2018-12-04,06:50,98.4
2018-12-04,06:50,98.8
2018-12-04,06:50,98.2
2018-12-03,06:20,98.6
2018-12-03,06:20,98.7
2018-12-03,06:20,98.1
2018-12-03,06:20,98.8
2018-12-01,07:04,98.3
2018-12-01,07:03,98.2
2018-12-01,07:03,98.8
2018-11-30,05:32,98.4
2018-11-30,05:32,98.5
2018-11-30,05:32,97.9
2018-11-30,05:32,98.5
2018-11-29,06:09,98.7
2018-11-29,06:08,98.7
2018-11-29,06:08,98.8
2018-11-28,05:28,98.5
2018-11-28,05:28,98.5
2018-11-28,05:28,99.5
2018-11-28,05:27,98
2018-11-28,05:27,98.9
2018-11-27,05:12,98.4
2018-11-27,05:12,97.7
2018-11-27,05:11,97.8
2018-11-27,05:11,99
2018-11-27,05:11,98.4
2018-11-26,06:11,97.5
2018-11-26,06:11,97.9
2018-11-26,06:11,97.4
2018-11-26,06:11,98
2018-11-25,06:30,97.7
2018-11-25,06:29,98.3
2018-11-25,06:29,97.6
2018-11-25,06:29,97.6
2018-11-24,05:54,98.7
2018-11-24,05:54,98.5
2018-11-24,05:54,98.9
2018-11-23,06:13,98.5
2018-11-23,06:12,98.8
2018-11-23,06:12,98.1
2018-11-21,06:49,97.8
2018-11-21,06:49,97.8
2018-11-21,06:48,97.7
2018-11-20,06:42,97.7
2018-11-20,06:41,98.1
2018-11-20,06:41,97.9
2018-11-20,06:41,97.9
2018-11-19,06:13,98
2018-11-19,06:12,97.5
2018-11-19,06:12,97.7
2018-11-19,06:12,98.3
2018-11-17,06:02,98.5
2018-11-17,06:02,98.3
2018-11-17,06:01,98.7
2018-11-16,06:19,98.5
2018-11-16,06:19,98.3
2018-11-16,06:19,98.6
2018-11-14,06:20,98.1
2018-11-14,06:20,98.4
2018-11-14,06:20,98.2
2018-11-14,06:20,98.6
2018-11-14,06:19,97.8
2018-11-14,06:19,98.1
2018-11-13,06:14,98.6
2018-11-13,06:13,98.1
2018-11-13,06:13,98.3
2018-11-12,06:08,98.8
2018-11-12,06:08,99
2018-11-12,06:07,98.2
2018-11-12,06:07,98.7
2018-11-11,07:27,98.5
2018-11-11,07:27,98.6
2018-11-11,07:27,98.3
2018-11-09,06:24,98.6
2018-11-09,06:24,99.6
2018-11-09,06:23,98.6
2018-11-09,06:23,98
2018-11-09,06:23,98.9
2018-11-08,06:03,98.6
2018-11-08,06:03,99.1
2018-11-08,06:03,99.1
2018-11-08,06:03,98.9
2018-11-05,06:12,98.4
2018-11-05,06:12,98.2
2018-11-05,06:11,98.4
2018-11-02,06:11,97.9
2018-11-02,06:11,98.1
2018-11-01,06:22,98.2
2018-11-01,06:21,98.2
2018-10-31,07:11,98
2018-10-31,07:10,97.9
2018-10-31,07:10,98.7
2018-10-29,06:26,98.1
2018-10-29,06:26,98.6
2018-10-28,06:15,98.4
2018-10-28,06:15,98.3
2018-10-27,08:14,98.9
2018-10-26,07:17,98.9
2018-10-26,07:17,99.3
2018-10-26,07:17,99
2018-10-24,06:36,98.3
2018-10-24,06:36,98.2
2018-10-23,06:50,97.8
2018-10-23,06:50,98.5
2018-10-23,06:50,98.2
2018-10-21,08:48,98
2018-10-21,08:48,97.9
2018-10-18,08:06,98.4
2018-10-18,08:05,98.4
2018-10-18,08:05,98.6
2018-10-17,06:58,98.5
2018-10-17,06:58,98.5
2018-10-17,06:57,99.1
2018-10-11,06:10,97.9
2018-10-11,06:10,98
2018-10-10,06:11,97.7
2018-10-10,06:11,98.1
2018-10-10,06:11,98.9
2018-10-10,06:10,98
2018-10-09,05:54,98.3
2018-10-09,05:53,98.6
2018-10-07,07:23,98.3
2018-10-07,07:23,98.8
2018-10-04,06:07,97.6
2018-10-04,06:07,98.1
2018-10-04,06:06,97.7
2018-10-02,06:40,97.9
2018-10-02,06:39,97.9
2018-10-02,06:38,97.9
2018-10-02,06:38,97.8
2018-10-02,06:37,97.3
2018-10-01,06:17,97.5
2018-10-01,06:17,97.3
2018-10-01,06:16,97.9
2018-09-30,09:28,97.8
2018-09-30,09:27,98
2018-09-30,09:27,98
2018-09-30,09:27,97.6
2018-09-27,06:28,98.3
2018-09-27,06:28,98.4
2018-09-27,06:27,98.6
2018-09-25,06:21,97.9
2018-09-25,06:20,97.8
2018-09-25,06:20,97.2
2018-09-25,06:20,97.5
2018-09-22,07:50,98.6
2018-09-22,07:49,99
2018-09-22,07:49,98.4
2018-09-22,07:49,99.1
2018-09-21,05:52,98.7
2018-09-21,05:51,98.4
2018-09-21,05:51,98.6
2018-09-21,05:51,97.9
2018-09-21,05:50,98.2
2018-09-20,06:35,98.7
2018-09-20,06:35,98.9
2018-09-20,06:35,99.3
2018-09-19,06:31,97.8
2018-09-19,06:31,98.1
2018-09-19,06:30,98.2
2018-09-18,06:34,98.5
2018-09-18,06:34,98.8
2018-09-18,06:33,98.5
2018-09-17,06:52,98
2018-09-17,06:51,98.1
2018-09-17,06:51,98
2018-09-17,06:51,97.9
2018-09-17,06:50,98
2018-09-17,06:50,98.1
2018-09-16,08:01,98
2018-09-16,08:01,98.3
2018-09-16,08:00,97.6
2018-09-16,08:00,97.9
2018-09-14,06:39,98.5
2018-09-14,06:39,98.7
2018-09-14,06:38,98.7
2018-09-14,06:38,99.1
2018-09-13,07:09,98.7
2018-09-13,07:08,98.7
2018-09-13,07:08,98.1
2018-09-13,07:08,98.7
2018-09-12,07:15,98.2
2018-09-12,07:15,98.4
2018-09-12,07:15,98.6
2018-09-11,07:06,98
2018-09-11,07:06,98.2
2018-09-11,07:05,98.2
2018-09-11,07:05,97.9
2018-08-30,06:54,99
2018-08-30,06:53,99.3
2018-08-30,06:53,98.8
2018-08-30,06:53,99.3
2018-08-30,06:52,99.4
2018-08-29,06:13,98.1
2018-08-29,06:13,98.5
2018-08-29,06:12,98.8
2018-08-29,06:12,98.2
2018-08-28,08:19,98.7
2018-08-28,08:19,99
2018-08-28,08:19,98.8
2018-08-28,08:18,98.8
2018-08-28,08:18,99.1
2018-08-28,08:18,100.4
2018-08-26,07:54,99.2
2018-08-26,07:54,98.6
2018-08-26,07:53,99.4
2018-08-26,07:53,98.8
2018-08-26,07:52,99.1
2018-08-26,07:52,99.1
2018-08-25,07:17,98.9
2018-08-25,07:17,98.7
2018-08-25,07:16,98.6
2018-08-25,07:16,99.2
2018-08-25,07:16,99
2018-08-25,07:15,99.8
2018-08-25,07:15,99.1
2018-08-25,07:15,98.9
2018-08-24,06:27,98
2018-08-24,06:26,97.7
2018-08-24,06:26,98
2018-08-24,06:25,98
2018-08-23,06:39,99.1
2018-08-23,06:39,99
2018-08-23,06:39,99.3
2018-08-23,06:38,99
2018-08-23,06:38,99.2
2018-08-22,06:30,98.5
2018-08-22,06:30,98.6
2018-08-22,06:29,98.6
2018-08-22,06:29,99.1
2018-08-22,05:52,99
2018-08-22,05:51,99.1
2018-08-22,05:51,98.9
2018-08-22,05:50,99
2018-08-21,07:51,98.6
2018-08-21,07:51,99.2
2018-08-21,07:51,99.1
2018-08-21,07:50,98.8
2018-08-21,06:17,99.2
2018-08-21,06:17,98.8
2018-08-21,06:16,99.2
2018-08-20,07:06,99
2018-08-20,07:06,99
2018-08-19,08:00,98.9
2018-08-19,07:59,99.5
2018-08-19,07:59,99.3
2018-08-18,07:32,99.8
2018-08-18,07:30,99.7
